time_id,seconds_in_bucket,bid_price1,ask_price1,bid_price2,ask_price2,bid_size1,ask_size1,bid_size2,ask_size2
5,92,1.003284,1.0041631,1.0027668,1.0043182,222,9,214,20
5,93,1.003284,1.0041631,1.0032322,1.0043182,124,9,100,20
5,94,1.003284,1.0041631,1.0032322,1.0042149,124,9,100,2
5,97,1.003284,1.0041631,1.0031805,1.0043182,222,9,27,22
5,98,1.003284,1.0041631,1.0031805,1.0043182,219,9,27,22
5,101,1.003284,1.0041631,1.0032322,1.0042149,119,9,100,2
5,103,1.003284,1.0041631,1.0032322,1.0042149,119,9,100,102
5,105,1.003284,1.0041631,1.0032322,1.0042149,119,9,227,102
5,106,1.003284,1.0041631,1.0032322,1.0042149,119,9,127,102
5,110,1.003284,1.0041631,1.0032322,1.0042149,119,7,127,102
5,111,1.003284,1.0041631,1.0032322,1.0042149,119,6,127,102
5,113,1.003284,1.0042149,1.0032322,1.0043182,142,102,127,20
5,114,1.0033357,1.0042149,1.003284,1.0043182,300,102,119,20
5,115,1.0033873,1.0042149,1.0033357,1.0043182,240,102,400,20
5,118,1.0033357,1.0042149,1.003284,1.0043182,200,102,19,20
5,119,1.0033873,1.0042149,1.0033357,1.0043182,100,102,100,20
5,122,1.0039562,1.0045768,1.0036976,1.0051457,30,101,200,3
5,123,1.0039562,1.0045768,1.0035943,1.0051457,30,102,200,3
5,124,1.0039562,1.0045768,1.0036459,1.0051457,30,102,100,3
5,126,1.0039562,1.0045768,1.0036459,1.0051457,30,2,100,3
5,127,1.0039562,1.0049388,1.0036459,1.0051457,30,100,200,3
5,128,1.0039562,1.0049388,1.0034391,1.0051457,300,11,2,3
5,129,1.0039562,1.0049388,1.0034391,1.0050423,500,10,2,46
5,132,1.0042149,1.0049388,1.0039562,1.0050423,100,10,400,46
5,133,1.0042665,1.0049388,1.0042149,1.0050423,32,30,100,46
5,134,1.0042665,1.0049388,1.0039562,1.0050423,32,30,400,46
5,138,1.0042665,1.0049388,1.0039562,1.0050423,32,30,400,47
5,140,1.0040079,1.0046285,1.0039562,1.0048871,32,28,200,7
5,141,1.0040079,1.0046285,1.0039562,1.0048354,32,28,200,100
5,143,1.0040079,1.0047837,1.0039562,1.0048354,32,5,200,94
5,144,1.0040079,1.0045768,1.0039562,1.0047837,32,100,200,5
5,145,1.0040079,1.0045768,1.0039562,1.0047837,32,101,200,5
5,147,1.0034908,1.0042665,1.0034391,1.0045768,200,100,2,1
5,148,1.0034391,1.0042665,1.0033873,1.0044734,2,165,100,26
5,149,1.0034391,1.0042149,1.0033873,1.0042665,2,100,100,166
5,150,1.0034391,1.0042149,1.0033357,1.0042665,2,100,200,165
5,151,1.0034391,1.0042665,1.0033357,1.0044734,2,65,200,26
5,152,1.0034391,1.0042149,1.0033357,1.0042665,2,1,200,165
5,153,1.0034391,1.0042149,1.0033357,1.0042665,2,65,200,100
5,154,1.0034391,1.0042149,1.0033357,1.0042665,2,66,200,100
5,158,1.0034391,1.0042149,1.0033357,1.0042665,2,1,200,165
5,159,1.0034391,1.0042149,1.0033357,1.0042665,2,61,200,165
5,160,1.0034391,1.0042149,1.0033357,1.0042665,2,1,200,165
5,161,1.0034391,1.0042665,1.0033357,1.0046285,2,165,200,100
5,164,1.0034391,1.0042665,1.0033357,1.0044734,2,166,200,26
5,165,1.0034391,1.0042665,1.0033357,1.0044734,2,165,200,26
5,166,1.0034391,1.0042665,1.0033357,1.0044734,2,166,200,26
5,167,1.0034391,1.0042665,1.0033357,1.0044734,2,165,200,26
5,168,1.0034391,1.0042665,1.0033357,1.0045251,2,165,200,26
5,169,1.0034391,1.0042149,1.0033873,1.0042665,2,60,100,165
5,171,1.0034391,1.0042149,1.0033873,1.0042665,2,61,100,165
5,173,1.0034391,1.0042149,1.0033873,1.0042665,2,1,100,165
5,174,1.0034391,1.0042149,1.0033873,1.0042665,2,60,100,165
5,175,1.0034391,1.0042149,1.0033873,1.0042665,2,61,100,165
5,177,1.0034908,1.0042149,1.0034391,1.0042665,100,61,34,165
5,178,1.0035425,1.0042665,1.0034908,1.0045251,100,165,100,26
5,181,1.0034908,1.0042665,1.0034391,1.0045251,100,166,34,26
5,182,1.0034908,1.0042665,1.0034391,1.0045251,100,165,34,26
5,183,1.0035425,1.0042665,1.0034908,1.0045251,100,165,100,26
5,185,1.0035425,1.0042149,1.0034908,1.0042665,100,60,100,166
5,186,1.0035425,1.0042149,1.0034908,1.0042665,100,60,100,165
5,187,1.0036459,1.0046285,1.0035943,1.0046803,300,60,200,105
5,188,1.0038011,1.0046285,1.0034391,1.0046803,100,60,2,5
5,189,1.0038528,1.0046285,1.0034391,1.004732,100,103,2,100
5,190,1.0035425,1.0045768,1.0034391,1.0046285,100,1,2,127
5,191,1.0035943,1.0045768,1.0034391,1.0046285,100,101,2,126
5,192,1.0035943,1.0045251,1.0034391,1.0045768,100,103,2,101
5,193,1.0035943,1.0045251,1.0034391,1.0045768,100,104,2,100
5,194,1.0035943,1.0045251,1.0034391,1.0045768,100,103,2,100
5,195,1.0035943,1.0045251,1.0034391,1.0045768,100,104,2,100
5,196,1.0035425,1.0044734,1.0034391,1.0045251,100,102,2,101
5,197,1.0035943,1.0044734,1.0035425,1.0045251,100,102,102,100
5,198,1.0035425,1.0044734,1.0034391,1.0045251,102,103,2,100
5,199,1.0035425,1.0044734,1.0034391,1.0045251,100,103,2,100
5,200,1.0035425,1.0044734,1.0033357,1.0045251,100,103,100,100
5,201,1.0035425,1.0044734,1.0033357,1.0045251,100,102,100,100
5,203,1.0035425,1.0044734,1.0033357,1.0045251,100,2,100,100
5,204,1.0035425,1.0044217,1.0033357,1.0044734,100,100,100,2
5,205,1.0035425,1.0044217,1.0033357,1.0044734,100,101,100,2
5,206,1.0035425,1.0044217,1.0033357,1.0045251,100,103,100,100
5,207,1.0033357,1.0041631,1.0032322,1.0043182,100,2,1,200
5,209,1.0033357,1.0041114,1.0032322,1.0043182,100,103,1,100
5,211,1.0033357,1.0041114,1.003284,1.00437,100,3,28,4
5,212,1.0033357,1.0041114,1.003284,1.00437,100,27,28,4
5,213,1.0033357,1.0041114,1.0032322,1.00437,100,27,1,4
5,215,1.0033357,1.0041114,1.0032322,1.00437,100,27,29,4
5,216,1.0033357,1.0041114,1.0032322,1.0043182,100,27,1,2
5,218,1.0040079,1.0048354,1.0033873,1.0050423,10,194,200,46
5,219,1.0033873,1.0047837,1.0033357,1.0048354,100,79,276,194
5,221,1.0033873,1.0047837,1.0033357,1.0048354,102,79,276,194
5,222,1.0033873,1.0047837,1.0033357,1.0048354,102,155,276,194
5,223,1.0034908,1.0047837,1.0034391,1.0048354,100,56,101,194
5,224,1.0034908,1.0047837,1.0034391,1.0048354,407,55,1,194
5,225,1.0035943,1.0047837,1.0035425,1.0048354,300,55,3,194
5,226,1.0035943,1.0047837,1.0035425,1.0048354,402,55,3,194
5,227,1.0036976,1.0047837,1.0036459,1.0048354,406,80,6,194
5,228,1.0038011,1.0047837,1.0037494,1.0048354,100,80,105,194
5,230,1.0038528,1.0047837,1.0036976,1.0048354,1,80,100,194
5,231,1.0038011,1.0047837,1.0033357,1.0048354,100,81,176,194
5,232,1.0038011,1.0047837,1.0033357,1.0048354,100,80,176,194
5,233,1.0038528,1.0047837,1.0038011,1.0048354,101,80,100,194
5,234,1.0038528,1.0047837,1.0033357,1.0048354,201,80,176,194
5,235,1.0038528,1.0047837,1.0033357,1.0048354,102,80,176,194
5,237,1.0039046,1.0047837,1.0038528,1.0048354,100,80,2,194
5,239,1.0039046,1.0047837,1.0033357,1.0048354,100,80,176,194
5,248,1.0039046,1.0047837,1.0033357,1.0048354,100,81,176,194
5,253,1.0039046,1.0047837,1.0033357,1.0048354,100,82,100,194
5,254,1.0033357,1.0041114,1.0032322,1.00437,100,31,1,21
5,255,1.0033357,1.0041114,1.0032322,1.00437,100,31,1,22
5,256,1.0033357,1.0041114,1.0032322,1.0043182,100,131,1,1
5,257,1.0033873,1.0041114,1.0033357,1.0046285,100,1,100,28
5,258,1.0033873,1.0041114,1.0033357,1.0044734,100,1,100,1
5,259,1.0033873,1.0041114,1.0033357,1.00437,100,1,100,1
5,260,1.0033873,1.0041114,1.0033357,1.00437,100,1,100,2
5,263,1.0033357,1.0041114,1.0032322,1.00437,100,1,1,101
5,264,1.0033873,1.0041114,1.0033357,1.0043182,1,1,100,1
5,265,1.0033873,1.00437,1.0033357,1.0046285,1,108,100,28
5,269,1.0033873,1.00437,1.0033357,1.0046285,100,108,100,28
5,278,1.0033873,1.0046285,1.0033357,1.004732,100,100,100,103
5,282,1.0034908,1.004732,1.0034391,1.0048354,100,128,1,194
5,283,1.0035425,1.004732,1.0034391,1.0048354,9,203,1,194
5,287,1.0034391,1.004732,1.0033357,1.0048354,1,203,100,194
5,288,1.0035425,1.004732,1.0034391,1.0048354,3,228,1,194
5,290,1.0035425,1.004732,1.0034391,1.0048354,3,227,1,194
5,293,1.0035425,1.004732,1.0034391,1.0048354,4,227,1,194
5,295,1.0035425,1.004732,1.0034391,1.0048354,7,227,1,194
5,296,1.0035425,1.004732,1.0034391,1.0048354,7,225,1,194
5,298,1.0035425,1.004732,1.0034391,1.0048354,6,225,1,194
5,301,1.0035943,1.004732,1.0035425,1.0048354,100,225,8,194
5,303,1.0036976,1.004732,1.0036459,1.0048354,100,225,4,194
5,304,1.0036976,1.004732,1.0036459,1.0048354,1,200,4,194
5,305,1.0036976,1.004732,1.0034391,1.0048354,1,200,1,194
5,306,1.0034908,1.004732,1.0034391,1.0048354,100,225,1,194
5,308,1.0036976,1.0046803,1.0034391,1.004732,2,26,1,100
5,309,1.0036976,1.0046803,1.0033357,1.004732,2,26,300,100
5,310,1.0033873,1.0046803,1.0033357,1.004732,100,81,100,100
5,311,1.0033873,1.0046803,1.0033357,1.004732,100,82,100,100
5,312,1.0033873,1.0046803,1.0033357,1.004732,200,1,200,100
5,313,1.0033873,1.004732,1.0033357,1.0048354,200,103,200,194
5,314,1.0033873,1.004732,1.0033357,1.0048354,200,103,100,194
5,316,1.0033873,1.004732,1.0033357,1.0048354,100,103,100,194
5,322,1.0033873,1.0046803,1.0033357,1.004732,100,1,100,103
5,323,1.0037494,1.0046803,1.0033357,1.004732,2,101,100,103
5,329,1.0037494,1.0046803,1.0033357,1.004732,2,201,100,103
5,331,1.0034391,1.0046803,1.0033873,1.004732,201,198,100,103
5,336,1.0034391,1.0046803,1.0033357,1.004732,201,198,100,103
5,338,1.0034391,1.0046803,1.0033357,1.004732,201,198,100,103
5,340,1.0034391,1.0046803,1.0033357,1.004732,1,198,100,103
5,345,1.0037494,1.0046803,1.0034391,1.004732,2,198,1,103
5,348,1.0037494,1.0046803,1.0034391,1.004732,3,198,1,103
5,350,1.0037494,1.0046803,1.0034391,1.004732,2,198,1,103
5,353,1.0037494,1.0046803,1.0034391,1.004732,3,198,1,103
5,356,1.0037494,1.0046803,1.0034391,1.004732,2,198,1,103
5,363,1.0037494,1.0046803,1.0034391,1.004732,3,198,1,103
5,365,1.0037494,1.0046803,1.0034391,1.004732,2,198,1,103
5,366,1.0039562,1.0046803,1.0037494,1.004732,10,152,2,103
5,367,1.0039562,1.0046803,1.0037494,1.004732,10,125,2,103
5,374,1.0039562,1.0046803,1.0037494,1.004732,10,25,2,103
5,378,1.0039562,1.0046803,1.0037494,1.004732,10,81,2,103
5,380,1.0040597,1.0044217,1.0034391,1.0046803,100,1,3,27
5,382,1.0040597,1.0044217,1.0034391,1.0046803,101,1,3,127
5,385,1.0040597,1.0044217,1.0035425,1.0046803,101,1,100,127
5,386,1.0040597,1.0044217,1.0035425,1.0046803,101,1,200,227
5,388,1.0040597,1.0044217,1.0035425,1.0046803,100,1,200,227
5,389,1.0042149,1.0046803,1.0035425,1.004732,100,125,200,2
5,391,1.0042149,1.0046803,1.0038528,1.004732,100,125,29,2
5,394,1.0042149,1.0046803,1.0038528,1.004732,100,100,29,2
5,398,1.0035943,1.0042149,1.0035425,1.00437,100,3,200,10
5,399,1.0034391,1.00437,1.0033357,1.0045768,1,10,100,9
5,400,1.0034391,1.00437,1.0033357,1.0045251,1,10,100,3
5,401,1.0034908,1.00437,1.0034391,1.0045251,100,13,1,3
5,402,1.0034391,1.0045251,1.0033357,1.0045768,1,28,100,6
5,403,1.0034391,1.0045251,1.0033357,1.0045768,3,3,100,6
5,404,1.0034391,1.00437,1.0033357,1.0045251,3,3,100,3
5,406,1.0034391,1.00437,1.0033357,1.0045251,1,3,100,3
5,410,1.0033357,1.00437,1.0032322,1.0045251,100,3,1,3
5,411,1.0033357,1.00437,1.0032322,1.0045251,100,3,1,3
5,416,1.0033357,1.00437,1.0032322,1.0045251,100,4,1,3
5,425,1.0033357,1.0043182,1.0032322,1.00437,200,30,1,169
5,426,1.0033357,1.0038528,1.0032322,1.0043182,200,2,1,31
5,427,1.0033357,1.0038528,1.0032322,1.0043182,200,2,1,11
5,428,1.0033357,1.0038528,1.0032322,1.0043182,201,2,1,12
5,430,1.0033357,1.0042665,1.0032322,1.0043182,201,28,1,2
5,431,1.0033873,1.0042665,1.0033357,1.00437,200,94,100,15
5,433,1.0034391,1.0042665,1.0033873,1.0046803,100,94,100,129
5,434,1.0034908,1.0042665,1.0034391,1.0046803,100,94,100,129
5,435,1.0034908,1.0042665,1.0034391,1.0046803,100,28,100,129
5,437,1.0035425,1.0042665,1.0034908,1.0046285,100,90,100,100
5,438,1.0035425,1.0042665,1.0034908,1.0046285,100,66,100,100
5,440,1.0035943,1.0042665,1.0035425,1.0046285,100,66,100,100
5,441,1.0035425,1.0042665,1.0033357,1.0046285,100,91,100,100
5,442,1.0035425,1.0042665,1.0033357,1.0046285,100,66,100,100
5,443,1.0035943,1.0042665,1.0035425,1.0046803,100,65,100,129
5,444,1.0035425,1.0042665,1.0033357,1.0045768,100,90,100,1
5,445,1.0036459,1.0042665,1.0035943,1.0046803,100,65,100,129
5,446,1.0035943,1.0042665,1.0033357,1.00437,100,90,100,1
5,447,1.0035943,1.0042665,1.0033357,1.0045251,100,90,100,1
5,448,1.0037494,1.0042665,1.0036459,1.0043182,2,3,2,100
5,449,1.0037494,1.0042665,1.0036459,1.0043182,2,1,2,200
5,464,1.0036459,1.0040079,1.0035943,1.0042665,2,10,100,1
5,465,1.0035943,1.0040079,1.0033357,1.0042665,100,1,100,102
5,466,1.0035943,1.0042665,1.0033357,1.0046285,100,202,100,1
5,467,1.0035943,1.0042665,1.0033357,1.0046285,100,203,100,1
5,470,1.003077,1.0036459,1.0024565,1.0039046,203,101,29,100
5,471,1.0031288,1.0040597,1.003077,1.0041631,28,100,200,100
5,472,1.003077,1.0040079,1.0024565,1.0040597,200,102,29,200
5,473,1.003077,1.0040079,1.0024565,1.0040597,200,130,29,200
5,474,1.0027668,1.0039046,1.0027151,1.0040079,100,2,100,130
5,475,1.003077,1.0039046,1.0026116,1.0040079,28,2,302,2
5,477,1.0031288,1.0039046,1.003077,1.0040079,2,2,28,2
5,478,1.003077,1.0039046,1.0026116,1.0040079,28,3,302,2
5,479,1.003077,1.0039046,1.0026116,1.0040079,28,2,302,2
5,488,1.0032322,1.0040079,1.0031805,1.0040597,100,2,26,2
5,489,1.0031288,1.0040079,1.003077,1.0040597,100,2,28,2
5,495,1.003077,1.0040079,1.0026116,1.0040597,28,2,302,2
5,496,1.0031288,1.0040079,1.003077,1.0040597,126,2,28,2
5,498,1.0031288,1.0040079,1.003077,1.0040597,134,2,28,2
5,503,1.0031288,1.0040079,1.003077,1.0040597,235,2,28,2
5,511,1.0031288,1.0040079,1.003077,1.0040597,235,27,28,2
5,513,1.0031288,1.0040079,1.003077,1.0040597,238,27,28,2
5,514,1.0035425,1.0044217,1.0031288,1.0045251,3,15,238,200
5,515,1.0035425,1.0044217,1.0031288,1.0045251,7,17,201,100
5,516,1.0035425,1.0044217,1.0031288,1.0046803,7,16,200,129
5,518,1.0035425,1.0044217,1.0031288,1.0046803,8,19,200,129
5,519,1.0035425,1.0044217,1.0031805,1.0046803,8,119,2,129
5,520,1.0035425,1.0044217,1.0031805,1.0046803,8,120,2,129
5,521,1.0035425,1.0040079,1.0031805,1.0044217,12,1,2,119
5,522,1.0035425,1.0040079,1.0031805,1.0044217,8,1,2,118
5,523,1.0035425,1.0044217,1.0031805,1.0046803,11,118,2,129
5,524,1.0035425,1.0044217,1.0031805,1.0046803,11,119,2,129
5,525,1.0035425,1.0044217,1.0031805,1.0046803,4,119,2,129
5,526,1.0035425,1.0044217,1.0031805,1.0046803,4,119,102,129
5,528,1.0035425,1.0044217,1.0031805,1.0046803,8,119,102,129
5,531,1.0035425,1.0044217,1.0031805,1.0046803,10,119,102,129
5,532,1.0035425,1.0044217,1.0031805,1.0046803,10,119,2,129
5,534,1.0035425,1.0044217,1.0031805,1.0046803,112,144,2,129
5,535,1.0035425,1.0044217,1.0031805,1.0046803,110,143,2,129
5,538,1.0035425,1.0044217,1.0031805,1.0046803,8,118,2,129
5,539,1.0035425,1.0044217,1.0031805,1.0046803,8,144,2,129
5,540,1.0031288,1.0040079,1.0030254,1.0040597,2,21,100,27
5,541,1.0031288,1.0040079,1.0030254,1.0040597,2,104,100,30
5,542,1.0031288,1.0040079,1.0030254,1.0040597,2,204,100,30
5,545,1.0031288,1.0035425,1.0027668,1.0040079,7,2,1,202
5,546,1.0031288,1.0035425,1.0027668,1.0040079,7,2,1,201
5,548,1.0031288,1.0035425,1.0027668,1.0040079,2,2,1,201
5,549,1.0027668,1.0033357,1.0026634,1.0034391,1,100,1,27
5,550,1.0026634,1.0031805,1.0025599,1.0033357,1,94,100,101
5,551,1.0020428,1.0031288,1.001991,1.0031805,1,100,1,103
5,552,1.0020428,1.0031288,1.001991,1.0031805,1,101,1,100
5,555,1.0020428,1.0031288,1.001991,1.0031805,1,101,1,100
5,558,1.0020428,1.0031288,1.001991,1.0031805,1,101,101,100
5,561,1.0020428,1.0027151,1.001991,1.0031288,1,1,101,101
5,562,1.0022496,1.0031288,1.0020428,1.0031805,100,100,1,100
5,563,1.0022496,1.0031288,1.0020428,1.0031805,100,101,1,196
5,571,1.0023013,1.0031288,1.0022496,1.0031805,100,101,100,196
5,572,1.0027668,1.0036459,1.0024048,1.0037494,100,101,200,3
5,573,1.0028702,1.0036459,1.0027668,1.0037494,1,1,100,3
5,574,1.0028702,1.0036459,1.0027668,1.0037494,1,1,100,103
5,575,1.0028702,1.0034391,1.0023531,1.0036459,100,6,26,1
5,579,1.0028702,1.0034391,1.0023531,1.0035943,100,6,26,2
5,581,1.0029737,1.0036459,1.0028702,1.0037494,26,1,100,3
5,584,1.0028702,1.0036459,1.0026116,1.0037494,100,26,2,3
5,585,1.0031288,1.0037494,1.0030254,1.0038011,100,3,26,3
5,586,1.0031288,1.0037494,1.0026116,1.0038011,100,3,2,3
5,587,1.0031288,1.0037494,1.0030254,1.0038011,100,3,26,3
5,588,1.0031288,1.0037494,1.0026116,1.0038011,100,3,2,3
5,593,1.0031288,1.0037494,1.0030254,1.0038011,100,3,26,3
